Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,Yaw,Roll,Pitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput
12:15:47.890 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_DIOReadOutputEnable.vi->WPI_DigitalModuleDIOAllocator.vi->WPI_DigitalInputOpen.vi->Begin.vi->Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:47.990 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_DIOReadOutputEnable.vi->WPI_DigitalModuleDIOAllocator.vi->WPI_DigitalInputOpen.vi->Begin.vi->Robot Main.vi,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,102.000000,0,0,-0.003968,-0.000992,0
12:15:48.092 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870013->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:48.192 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:48.293 PM 02/06/2016,Teleop Enabled,0,TRUE,-44029,<LOCATION>WPI_SPIBusCache.vi<CALLSTACK>WPI_SPIBusCache.vi< <WPI_SPIOpen.vi< <navX Library v2.lvlib:Z900_navX_Internal_Open.vi< <navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,102.000000,0,0,-0.003968,-0.000992,0
12:15:48.393 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,103.000000,0,0,-0.003968,-0.000992,0
12:15:48.494 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
12:15:48.594 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
12:15:48.694 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,102.000000,0,0,-0.003968,-0.000992,0
12:15:48.795 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:48.897 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
12:15:48.998 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.098 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,102.000000,0,0,-0.003968,-0.000992,0
12:15:49.198 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.299 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.399 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.500 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,102.000000,0,0,-0.003968,-0.000992,0
12:15:49.601 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,103.000000,0,0,-0.003968,-0.000992,0
12:15:49.702 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.803 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,100.000000,0,0,-0.003968,-0.000992,0
12:15:49.903 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
12:15:50.004 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
12:15:50.106 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,105.000000,0,0,-0.003968,-0.000992,0
12:15:50.207 PM 02/06/2016,Teleop Enabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870014->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030003,0.000000,0.000000,4000.000000,4000.000000,Speed,Speed,0.000000,0.000000,0.000000,3.000000,101.000000,0,0,-0.003968,-0.000992,0
