Time,RobotMode,AutoToRun,ErrorStatus, ErrorCode,ErrorSource,ActualRPM1,ActualRPM2,DesiredRPM1,DesiredRPM2,ControlMode1,ControlMode2,Yaw,Roll,Pitch,ShooterState,LoopTime,IsLevel,IsAutoTargeting,LeftMotorOutput,RightMotorOutput
12:14:29.011 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_DIOReadOutputEnable.vi->WPI_DigitalModuleDIOAllocator.vi->WPI_DigitalInputOpen.vi->Begin.vi->Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:29.112 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_DIOReadLoopTiming.vi->WPI_DigitalModuleOpen.vi->WPI_MotorControlOpen&ConfigurePWM.vi->WPI_MotorControlOpen VictorSP.vi->WPI_RobotDriveOpen4MotorWithVictorSP.vi->Begin.vi->Robot Main.vi,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:29.212 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870009->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:29.312 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:29.412 PM 02/06/2016,Teleop Disabled,0,TRUE,-44029,<LOCATION>WPI_SPIBusCache.vi<CALLSTACK>WPI_SPIBusCache.vi< <WPI_SPIOpen.vi< <navX Library v2.lvlib:Z900_navX_Internal_Open.vi< <navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,102.000000,0,0,-0.000558,0.000062,0
12:14:29.512 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:29.612 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:29.713 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:29.814 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:29.913 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:30.013 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:30.113 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:30.213 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:30.313 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:30.413 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:30.514 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:30.614 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:30.715 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:30.815 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,102.000000,0,0,-0.000558,0.000062,0
12:14:30.915 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:31.016 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:31.117 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:31.216 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,0.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:31.316 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,-6000.000000,-6000.000000,Speed,Speed,0.000000,0.000000,0.000000,1.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:31.416 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,102.000000,0,0,-0.000558,0.000062,0
12:14:31.516 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:31.617 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:31.716 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,102.000000,0,0,-0.000558,0.000062,0
12:14:31.817 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,101.000000,0,0,-0.000558,0.000062,0
12:14:31.917 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,100.000000,0,0,-0.000558,0.000062,0
12:14:32.017 PM 02/06/2016,Teleop Disabled,0,TRUE,-63195,Read/Write Control in FPGA_UtilitiesRead LocalTime.vi:870010->navX Library v2.lvlib:Z900_navX_Internal_ProcessingLoop.vi:2030002,0.000000,0.000000,0.000000,0.000000,Speed,Speed,0.000000,0.000000,0.000000,2.000000,101.000000,0,0,-0.000558,0.000062,0
